Time (s),Altitude (m)
12.512500000000001,2102.0408163265306
12.59375,2102.0408163265306
12.43125,2097.1428571428573
12.512500000000001,2097.1428571428573
12.59375,2097.1428571428573
12.675,2097.1428571428573
11.862499999999999,2092.2448979591836
11.94375,2092.2448979591836
12.025,2092.2448979591836
12.10625,2092.2448979591836
12.1875,2092.2448979591836
12.26875,2092.2448979591836
12.35,2092.2448979591836
12.43125,2092.2448979591836
12.512500000000001,2092.2448979591836
12.59375,2092.2448979591836
12.675,2092.2448979591836
12.75625,2092.2448979591836
12.8375,2092.2448979591836
12.918750000000001,2092.2448979591836
13.0,2092.2448979591836
13.08125,2092.2448979591836
13.162500000000001,2092.2448979591836
13.243749999999999,2092.2448979591836
14.7875,2092.2448979591836
14.86875,2092.2448979591836
11.78125,2087.3469387755104
11.862499999999999,2087.3469387755104
12.025,2087.3469387755104
12.10625,2087.3469387755104
12.1875,2087.3469387755104
12.26875,2087.3469387755104
12.35,2087.3469387755104
12.43125,2087.3469387755104
12.512500000000001,2087.3469387755104
12.59375,2087.3469387755104
12.675,2087.3469387755104
12.75625,2087.3469387755104
12.918750000000001,2087.3469387755104
13.0,2087.3469387755104
13.08125,2087.3469387755104
13.162500000000001,2087.3469387755104
13.243749999999999,2087.3469387755104
13.325,2087.3469387755104
13.40625,2087.3469387755104
14.7875,2087.3469387755104
14.86875,2087.3469387755104
11.456249999999999,2082.4489795918366
11.5375,2082.4489795918366
11.61875,2082.4489795918366
11.7,2082.4489795918366
11.78125,2082.4489795918366
12.26875,2082.4489795918366
12.35,2082.4489795918366
12.43125,2082.4489795918366
13.325,2082.4489795918366
13.40625,2082.4489795918366
13.487499999999999,2082.4489795918366
13.56875,2082.4489795918366
13.65,2082.4489795918366
13.73125,2082.4489795918366
13.8125,2082.4489795918366
13.893749999999999,2082.4489795918366
13.975,2082.4489795918366
14.05625,2082.4489795918366
14.7875,2082.4489795918366
14.86875,2082.4489795918366
14.950000000000001,2082.4489795918366
11.29375,2077.5510204081634
11.375,2077.5510204081634
11.456249999999999,2077.5510204081634
11.5375,2077.5510204081634
13.73125,2077.5510204081634
11.29375,2072.6530612244896
11.375,2072.6530612244896
12.43125,2067.7551020408164
14.21875,2067.7551020408164
14.3,2067.7551020408164
14.7875,2067.7551020408164
14.86875,2067.7551020408164
14.950000000000001,2067.7551020408164
14.543750000000001,2053.061224489796
14.625,2053.061224489796
14.70625,2053.061224489796
15.03125,2053.061224489796
15.1125,2053.061224489796
15.193750000000001,2053.061224489796
10.725,2048.1632653061224
10.80625,2048.1632653061224
14.543750000000001,2048.1632653061224
14.625,2048.1632653061224
15.03125,2048.1632653061224
15.1125,2048.1632653061224
15.193750000000001,2048.1632653061224
10.5625,2043.265306122449
10.64375,2043.265306122449
10.725,2043.265306122449
15.1125,2043.265306122449
15.193750000000001,2043.265306122449
10.5625,2038.3673469387754
10.64375,2038.3673469387754
15.1125,2038.3673469387754
15.193750000000001,2038.3673469387754
10.481250000000001,2033.4693877551022
10.5625,2033.4693877551022
15.1125,2033.4693877551022
15.193750000000001,2033.4693877551022
10.2375,2028.5714285714287
10.31875,2028.5714285714287
10.4,2028.5714285714287
10.481250000000001,2028.5714285714287
10.5625,2028.5714285714287
15.1125,2028.5714285714287
15.193750000000001,2028.5714285714287
15.274999999999999,2028.5714285714287
10.2375,2023.6734693877552
10.31875,2023.6734693877552
10.4,2023.6734693877552
15.193750000000001,2023.6734693877552
15.274999999999999,2023.6734693877552
10.2375,2018.7755102040817
10.31875,2018.7755102040817
15.193750000000001,2018.7755102040817
15.274999999999999,2018.7755102040817
10.15625,2013.8775510204082
10.2375,2013.8775510204082
15.193750000000001,2013.8775510204082
15.274999999999999,2013.8775510204082
10.075,2008.9795918367347
10.15625,2008.9795918367347
10.2375,2008.9795918367347
15.193750000000001,2008.9795918367347
15.274999999999999,2008.9795918367347
9.99375,2004.0816326530612
10.075,2004.0816326530612
10.15625,2004.0816326530612
10.2375,2004.0816326530612
15.193750000000001,2004.0816326530612
15.274999999999999,2004.0816326530612
9.9125,1999.1836734693877
9.99375,1999.1836734693877
10.075,1999.1836734693877
10.15625,1999.1836734693877
15.193750000000001,1999.1836734693877
15.274999999999999,1999.1836734693877
9.9125,1994.2857142857142
9.99375,1994.2857142857142
15.274999999999999,1994.2857142857142
15.35625,1994.2857142857142
15.4375,1994.2857142857142
15.518749999999999,1994.2857142857142
9.831249999999999,1989.3877551020407
9.9125,1989.3877551020407
9.99375,1989.3877551020407
15.35625,1989.3877551020407
15.4375,1989.3877551020407
15.518749999999999,1989.3877551020407
9.831249999999999,1984.4897959183672
9.9125,1984.4897959183672
15.4375,1984.4897959183672
15.518749999999999,1984.4897959183672
15.6,1984.4897959183672
9.66875,1979.591836734694
9.75,1979.591836734694
9.831249999999999,1979.591836734694
9.9125,1979.591836734694
15.4375,1979.591836734694
15.518749999999999,1979.591836734694
15.6,1979.591836734694
15.68125,1979.591836734694
9.5875,1974.6938775510205
9.66875,1974.6938775510205
9.75,1974.6938775510205
9.831249999999999,1974.6938775510205
15.518749999999999,1974.6938775510205
15.6,1974.6938775510205
15.68125,1974.6938775510205
9.5875,1969.795918367347
9.66875,1969.795918367347
9.75,1969.795918367347
15.6,1969.795918367347
15.68125,1969.795918367347
15.7625,1969.795918367347
15.84375,1969.795918367347
9.5875,1964.8979591836735
9.66875,1964.8979591836735
15.68125,1964.8979591836735
15.84375,1964.8979591836735
15.924999999999999,1964.8979591836735
9.5875,1960.0
9.66875,1960.0
15.84375,1960.0
15.924999999999999,1960.0
16.00625,1960.0
9.424999999999999,1955.1020408163265
9.50625,1955.1020408163265
9.5875,1955.1020408163265
15.924999999999999,1955.1020408163265
16.00625,1955.1020408163265
9.424999999999999,1950.204081632653
9.50625,1950.204081632653
15.924999999999999,1950.204081632653
16.00625,1950.204081632653
9.424999999999999,1945.3061224489795
9.50625,1945.3061224489795
15.924999999999999,1945.3061224489795
16.00625,1945.3061224489795
16.0875,1945.3061224489795
16.16875,1945.3061224489795
9.34375,1940.408163265306
9.424999999999999,1940.408163265306
9.50625,1940.408163265306
15.924999999999999,1940.408163265306
16.00625,1940.408163265306
16.0875,1940.408163265306
16.16875,1940.408163265306
16.25,1940.408163265306
9.2625,1935.5102040816328
9.34375,1935.5102040816328
9.424999999999999,1935.5102040816328
16.00625,1935.5102040816328
16.0875,1935.5102040816328
16.16875,1935.5102040816328
16.25,1935.5102040816328
9.2625,1930.612244897959
9.34375,1930.612244897959
16.00625,1930.612244897959
16.0875,1930.612244897959
16.25,1930.612244897959
16.331249999999997,1930.612244897959
9.181249999999999,1925.7142857142858
9.2625,1925.7142857142858
9.34375,1925.7142857142858
16.25,1925.7142857142858
16.331249999999997,1925.7142857142858
9.100000000000001,1920.8163265306123
9.181249999999999,1920.8163265306123
16.25,1920.8163265306123
16.331249999999997,1920.8163265306123
9.100000000000001,1915.9183673469388
9.181249999999999,1915.9183673469388
16.331249999999997,1915.9183673469388
16.4125,1915.9183673469388
9.01875,1911.0204081632653
9.100000000000001,1911.0204081632653
9.181249999999999,1911.0204081632653
16.331249999999997,1911.0204081632653
16.4125,1911.0204081632653
8.9375,1906.1224489795918
9.01875,1906.1224489795918
9.100000000000001,1906.1224489795918
16.331249999999997,1906.1224489795918
16.4125,1906.1224489795918
16.49375,1906.1224489795918
8.9375,1901.2244897959183
9.01875,1901.2244897959183
9.100000000000001,1901.2244897959183
16.4125,1901.2244897959183
16.49375,1901.2244897959183
8.9375,1896.3265306122448
9.01875,1896.3265306122448
16.4125,1896.3265306122448
16.49375,1896.3265306122448
16.65625,1896.3265306122448
16.7375,1896.3265306122448
8.9375,1891.4285714285716
9.01875,1891.4285714285716
16.49375,1891.4285714285716
16.575,1891.4285714285716
16.65625,1891.4285714285716
16.7375,1891.4285714285716
8.856250000000001,1886.5306122448978
8.9375,1886.5306122448978
9.01875,1886.5306122448978
16.575,1886.5306122448978
16.65625,1886.5306122448978
16.7375,1886.5306122448978
16.818749999999998,1886.5306122448978
8.775,1881.6326530612246
8.856250000000001,1881.6326530612246
8.9375,1881.6326530612246
16.7375,1881.6326530612246
16.818749999999998,1881.6326530612246
16.98125,1881.6326530612246
17.0625,1881.6326530612246
8.775,1876.734693877551
8.856250000000001,1876.734693877551
16.7375,1876.734693877551
16.818749999999998,1876.734693877551
16.900000000000002,1876.734693877551
16.98125,1876.734693877551
17.0625,1876.734693877551
17.14375,1876.734693877551
17.30625,1876.734693877551
17.3875,1876.734693877551
8.69375,1871.8367346938776
8.775,1871.8367346938776
16.818749999999998,1871.8367346938776
16.900000000000002,1871.8367346938776
16.98125,1871.8367346938776
17.0625,1871.8367346938776
17.14375,1871.8367346938776
17.3875,1871.8367346938776
17.46875,1871.8367346938776
8.69375,1866.938775510204
8.775,1866.938775510204
17.0625,1866.938775510204
17.14375,1866.938775510204
17.225,1866.938775510204
17.30625,1866.938775510204
17.3875,1866.938775510204
8.6125,1862.0408163265306
8.69375,1862.0408163265306
8.775,1862.0408163265306
17.0625,1862.0408163265306
17.14375,1862.0408163265306
17.225,1862.0408163265306
17.30625,1862.0408163265306
17.3875,1862.0408163265306
17.46875,1862.0408163265306
8.53125,1857.142857142857
8.6125,1857.142857142857
8.69375,1857.142857142857
17.14375,1857.142857142857
17.225,1857.142857142857
17.30625,1857.142857142857
