Time (s),Velocity (m/s)
1.70625,76.12244897959184
1.7875,76.12244897959184
3.7375000000000003,76.12244897959184
3.8187499999999996,76.12244897959184
3.9,76.12244897959184
1.4625,75.75510204081633
1.54375,75.75510204081633
1.625,75.75510204081633
1.70625,75.75510204081633
1.7875,75.75510204081633
3.7375000000000003,75.75510204081633
3.8187499999999996,75.75510204081633
3.9,75.75510204081633
1.4625,75.38775510204081
1.54375,75.38775510204081
1.625,75.38775510204081
1.70625,75.38775510204081
1.7875,75.38775510204081
3.8187499999999996,75.38775510204081
3.9,75.38775510204081
1.54375,75.0204081632653
1.625,75.0204081632653
1.70625,75.0204081632653
3.8187499999999996,75.0204081632653
3.9,75.0204081632653
1.54375,74.65306122448979
1.625,74.65306122448979
1.70625,74.65306122448979
3.8187499999999996,74.65306122448979
3.9,74.65306122448979
1.1375000000000002,74.28571428571429
1.4625,74.28571428571429
1.54375,74.28571428571429
1.625,74.28571428571429
3.8187499999999996,74.28571428571429
3.9,74.28571428571429
3.9812499999999997,74.28571428571429
1.1375000000000002,73.91836734693878
1.38125,73.91836734693878
1.4625,73.91836734693878
1.54375,73.91836734693878
3.8187499999999996,73.91836734693878
3.9,73.91836734693878
3.9812499999999997,73.91836734693878
4.95625,73.91836734693878
5.0375,73.91836734693878
1.1375000000000002,73.55102040816327
1.38125,73.55102040816327
1.4625,73.55102040816327
1.54375,73.55102040816327
3.8187499999999996,73.55102040816327
3.9,73.55102040816327
3.9812499999999997,73.55102040816327
4.95625,73.55102040816327
5.0375,73.55102040816327
1.1375000000000002,73.18367346938776
1.3,73.18367346938776
1.38125,73.18367346938776
1.4625,73.18367346938776
1.54375,73.18367346938776
3.8187499999999996,73.18367346938776
3.9,73.18367346938776
3.9812499999999997,73.18367346938776
4.95625,73.18367346938776
5.0375,73.18367346938776
5.11875,73.18367346938776
1.1375000000000002,72.81632653061224
1.21875,72.81632653061224
1.3,72.81632653061224
1.38125,72.81632653061224
1.4625,72.81632653061224
1.54375,72.81632653061224
3.9,72.81632653061224
3.9812499999999997,72.81632653061224
4.7124999999999995,72.81632653061224
4.79375,72.81632653061224
4.95625,72.81632653061224
5.0375,72.81632653061224
5.11875,72.81632653061224
1.1375000000000002,72.44897959183673
1.21875,72.44897959183673
1.3,72.44897959183673
1.38125,72.44897959183673
1.4625,72.44897959183673
1.54375,72.44897959183673
3.9,72.44897959183673
3.9812499999999997,72.44897959183673
4.63125,72.44897959183673
4.7124999999999995,72.44897959183673
4.79375,72.44897959183673
4.95625,72.44897959183673
5.0375,72.44897959183673
5.11875,72.44897959183673
1.1375000000000002,72.08163265306122
1.21875,72.08163265306122
1.3,72.08163265306122
1.38125,72.08163265306122
1.4625,72.08163265306122
1.54375,72.08163265306122
3.9,72.08163265306122
3.9812499999999997,72.08163265306122
4.63125,72.08163265306122
4.7124999999999995,72.08163265306122
4.79375,72.08163265306122
4.875,72.08163265306122
4.95625,72.08163265306122
5.0375,72.08163265306122
5.11875,72.08163265306122
1.1375000000000002,71.71428571428572
1.21875,71.71428571428572
1.3,71.71428571428572
1.38125,71.71428571428572
1.4625,71.71428571428572
1.54375,71.71428571428572
3.9812499999999997,71.71428571428572
4.550000000000001,71.71428571428572
4.63125,71.71428571428572
4.7124999999999995,71.71428571428572
4.79375,71.71428571428572
4.875,71.71428571428572
4.95625,71.71428571428572
5.0375,71.71428571428572
5.11875,71.71428571428572
1.1375000000000002,71.34693877551021
1.21875,71.34693877551021
1.3,71.34693877551021
1.38125,71.34693877551021
1.4625,71.34693877551021
1.54375,71.34693877551021
3.9,71.34693877551021
3.9812499999999997,71.34693877551021
4.3875,71.34693877551021
4.550000000000001,71.34693877551021
4.63125,71.34693877551021
4.79375,71.34693877551021
4.875,71.34693877551021
4.95625,71.34693877551021
5.0375,71.34693877551021
5.11875,71.34693877551021
1.1375000000000002,70.9795918367347
1.21875,70.9795918367347
1.3,70.9795918367347
1.38125,70.9795918367347
1.4625,70.9795918367347
3.9,70.9795918367347
3.9812499999999997,70.9795918367347
4.3875,70.9795918367347
4.550000000000001,70.9795918367347
4.63125,70.9795918367347
4.875,70.9795918367347
4.95625,70.9795918367347
5.0375,70.9795918367347
5.11875,70.9795918367347
5.2,70.9795918367347
5.28125,70.9795918367347
1.1375000000000002,70.61224489795919
1.21875,70.61224489795919
1.3,70.61224489795919
1.38125,70.61224489795919
3.9812499999999997,70.61224489795919
4.0625,70.61224489795919
4.3875,70.61224489795919
4.46875,70.61224489795919
4.550000000000001,70.61224489795919
4.63125,70.61224489795919
4.875,70.61224489795919
4.95625,70.61224489795919
5.0375,70.61224489795919
5.11875,70.61224489795919
5.2,70.61224489795919
5.28125,70.61224489795919
5.3625,70.61224489795919
1.1375000000000002,70.24489795918367
1.21875,70.24489795918367
1.3,70.24489795918367
1.38125,70.24489795918367
4.0625,70.24489795918367
4.30625,70.24489795918367
4.3875,70.24489795918367
4.46875,70.24489795918367
4.550000000000001,70.24489795918367
4.63125,70.24489795918367
4.875,70.24489795918367
4.95625,70.24489795918367
5.0375,70.24489795918367
5.11875,70.24489795918367
5.2,70.24489795918367
5.28125,70.24489795918367
5.3625,70.24489795918367
17.875,70.24489795918367
1.1375000000000002,69.87755102040816
1.21875,69.87755102040816
1.3,69.87755102040816
1.38125,69.87755102040816
4.0625,69.87755102040816
4.14375,69.87755102040816
4.2250000000000005,69.87755102040816
4.30625,69.87755102040816
4.3875,69.87755102040816
4.46875,69.87755102040816
4.550000000000001,69.87755102040816
4.63125,69.87755102040816
4.875,69.87755102040816
4.95625,69.87755102040816
5.11875,69.87755102040816
5.2,69.87755102040816
5.28125,69.87755102040816
5.3625,69.87755102040816
5.4437500000000005,69.87755102040816
5.525,69.87755102040816
1.1375000000000002,69.51020408163265
1.21875,69.51020408163265
1.3,69.51020408163265
1.38125,69.51020408163265
4.14375,69.51020408163265
4.2250000000000005,69.51020408163265
4.30625,69.51020408163265
4.3875,69.51020408163265
4.46875,69.51020408163265
4.550000000000001,69.51020408163265
5.2,69.51020408163265
5.3625,69.51020408163265
5.4437500000000005,69.51020408163265
5.525,69.51020408163265
17.95625,69.51020408163265
1.1375000000000002,69.14285714285714
1.21875,69.14285714285714
1.3,69.14285714285714
1.38125,69.14285714285714
4.14375,69.14285714285714
4.2250000000000005,69.14285714285714
4.30625,69.14285714285714
4.3875,69.14285714285714
4.46875,69.14285714285714
5.3625,69.14285714285714
5.4437500000000005,69.14285714285714
5.525,69.14285714285714
1.1375000000000002,68.77551020408163
1.21875,68.77551020408163
1.3,68.77551020408163
1.38125,68.77551020408163
4.14375,68.77551020408163
4.2250000000000005,68.77551020408163
4.30625,68.77551020408163
4.3875,68.77551020408163
5.3625,68.77551020408163
5.4437500000000005,68.77551020408163
5.525,68.77551020408163
1.1375000000000002,68.40816326530611
1.21875,68.40816326530611
1.3,68.40816326530611
1.38125,68.40816326530611
4.2250000000000005,68.40816326530611
4.30625,68.40816326530611
4.3875,68.40816326530611
5.3625,68.40816326530611
5.4437500000000005,68.40816326530611
5.525,68.40816326530611
7.9624999999999995,68.40816326530611
1.0562500000000001,68.04081632653062
1.1375000000000002,68.04081632653062
1.21875,68.04081632653062
1.3,68.04081632653062
1.38125,68.04081632653062
5.3625,68.04081632653062
5.4437500000000005,68.04081632653062
5.525,68.04081632653062
5.606249999999999,68.04081632653062
5.6875,68.04081632653062
5.76875,68.04081632653062
0.975,67.6734693877551
1.0562500000000001,67.6734693877551
1.1375000000000002,67.6734693877551
1.21875,67.6734693877551
1.3,67.6734693877551
5.3625,67.6734693877551
5.4437500000000005,67.6734693877551
5.525,67.6734693877551
5.606249999999999,67.6734693877551
5.6875,67.6734693877551
5.76875,67.6734693877551
0.975,67.30612244897958
1.0562500000000001,67.30612244897958
1.21875,67.30612244897958
1.3,67.30612244897958
5.3625,67.30612244897958
5.4437500000000005,67.30612244897958
5.606249999999999,67.30612244897958
5.6875,67.30612244897958
5.76875,67.30612244897958
6.0125,67.30612244897958
0.89375,66.93877551020408
0.975,66.93877551020408
1.0562500000000001,66.93877551020408
1.21875,66.93877551020408
1.3,66.93877551020408
5.3625,66.93877551020408
5.4437500000000005,66.93877551020408
5.525,66.93877551020408
5.606249999999999,66.93877551020408
5.6875,66.93877551020408
5.76875,66.93877551020408
5.85,66.93877551020408
5.9312499999999995,66.93877551020408
6.0125,66.93877551020408
0.89375,66.57142857142857
0.975,66.57142857142857
1.0562500000000001,66.57142857142857
1.21875,66.57142857142857
1.3,66.57142857142857
5.76875,66.57142857142857
5.85,66.57142857142857
5.9312499999999995,66.57142857142857
6.0125,66.57142857142857
0.89375,66.20408163265306
0.975,66.20408163265306
1.0562500000000001,66.20408163265306
1.21875,66.20408163265306
1.3,66.20408163265306
5.76875,66.20408163265306
5.85,66.20408163265306
5.9312499999999995,66.20408163265306
6.0125,66.20408163265306
0.89375,65.83673469387756
0.975,65.83673469387756
1.0562500000000001,65.83673469387756
1.21875,65.83673469387756
1.3,65.83673469387756
5.85,65.83673469387756
5.9312499999999995,65.83673469387756
6.0125,65.83673469387756
0.89375,65.46938775510205
0.975,65.46938775510205
1.0562500000000001,65.46938775510205
1.21875,65.46938775510205
1.3,65.46938775510205
5.85,65.46938775510205
5.9312499999999995,65.46938775510205
6.0125,65.46938775510205
0.89375,65.10204081632654
0.975,65.10204081632654
1.0562500000000001,65.10204081632654
1.21875,65.10204081632654
5.9312499999999995,65.10204081632654
6.0125,65.10204081632654
6.09375,65.10204081632654
0.89375,64.73469387755102
0.975,64.73469387755102
5.9312499999999995,64.73469387755102
6.0125,64.73469387755102
0.89375,64.36734693877551
0.975,64.36734693877551
6.0125,64.36734693877551
6.175,64.36734693877551
6.2562500000000005,64.36734693877551
0.8125,64.0
0.89375,64.0
0.975,64.0
6.0125,64.0
6.09375,64.0
6.175,64.0
6.2562500000000005,64.0
0.8125,63.63265306122449
0.89375,63.63265306122449
0.975,63.63265306122449
6.09375,63.63265306122449
6.175,63.63265306122449
6.2562500000000005,63.63265306122449
0.8125,63.265306122448976
0.89375,63.265306122448976
0.975,63.265306122448976
6.09375,63.265306122448976
6.175,63.265306122448976
6.2562500000000005,63.265306122448976
0.8125,62.89795918367347
0.89375,62.89795918367347
0.975,62.89795918367347
6.175,62.89795918367347
6.2562500000000005,62.89795918367347
0.8125,62.53061224489796
0.89375,62.53061224489796
6.2562500000000005,62.53061224489796
6.3375,62.53061224489796
6.5,62.53061224489796
0.8125,62.16326530612245
0.89375,62.16326530612245
6.2562500000000005,62.16326530612245
6.3375,62.16326530612245
6.5,62.16326530612245
6.581250000000001,62.16326530612245
0.8125,61.79591836734694
0.89375,61.79591836734694
6.2562500000000005,61.79591836734694
6.3375,61.79591836734694
6.5,61.79591836734694
6.581250000000001,61.79591836734694
0.8125,61.42857142857143
0.89375,61.42857142857143
6.2562500000000005,61.42857142857143
6.3375,61.42857142857143
6.5,61.42857142857143
6.581250000000001,61.42857142857143
0.8125,61.06122448979592
0.89375,61.06122448979592
6.2562500000000005,61.06122448979592
6.3375,61.06122448979592
6.41875,61.06122448979592
6.5,61.06122448979592
6.581250000000001,61.06122448979592
0.8125,60.69387755102041
0.89375,60.69387755102041
6.2562500000000005,60.69387755102041
6.3375,60.69387755102041
6.41875,60.69387755102041
6.5,60.69387755102041
6.581250000000001,60.69387755102041
0.8125,60.326530612244895
0.89375,60.326530612244895
6.3375,60.326530612244895
6.41875,60.326530612244895
6.5,60.326530612244895
6.581250000000001,60.326530612244895
6.6625,60.326530612244895
6.7437499999999995,60.326530612244895
0.8125,59.95918367346939
0.89375,59.95918367346939
6.41875,59.95918367346939
6.5,59.95918367346939
6.581250000000001,59.95918367346939
6.6625,59.95918367346939
6.7437499999999995,59.95918367346939
0.8125,59.59183673469388
0.89375,59.59183673469388
6.41875,59.59183673469388
6.6625,59.59183673469388
6.7437499999999995,59.59183673469388
0.8125,59.224489795918366
0.89375,59.224489795918366
6.3375,59.224489795918366
6.41875,59.224489795918366
6.6625,59.224489795918366
6.7437499999999995,59.224489795918366
0.8125,58.85714285714286
0.89375,58.85714285714286
6.6625,58.85714285714286
6.7437499999999995,58.85714285714286
0.8125,58.48979591836735
0.89375,58.48979591836735
6.6625,58.48979591836735
6.7437499999999995,58.48979591836735
0.8125,58.12244897959184
0.89375,58.12244897959184
6.6625,58.12244897959184
6.7437499999999995,58.12244897959184
0.8125,57.755102040816325
0.89375,57.755102040816325
6.7437499999999995,57.755102040816325
6.825,57.755102040816325
7.06875,57.755102040816325
0.8125,57.38775510204081
0.89375,57.38775510204081
6.7437499999999995,57.38775510204081
6.825,57.38775510204081
6.9875,57.38775510204081
7.06875,57.38775510204081
0.8125,57.02040816326531
0.89375,57.02040816326531
6.825,57.02040816326531
6.90625,57.02040816326531
6.9875,57.02040816326531
7.06875,57.02040816326531
0.8125,56.6530612244898
0.89375,56.6530612244898
6.825,56.6530612244898
6.90625,56.6530612244898
6.9875,56.6530612244898
7.06875,56.6530612244898
0.8125,56.285714285714285
0.89375,56.285714285714285
6.90625,56.285714285714285
6.9875,56.285714285714285
7.06875,56.285714285714285
0.8125,55.91836734693878
0.89375,55.91836734693878
6.90625,55.91836734693878
6.9875,55.91836734693878
7.06875,55.91836734693878
0.8125,55.55102040816327
0.89375,55.55102040816327
6.90625,55.55102040816327
6.9875,55.55102040816327
7.06875,55.55102040816327
0.73125,55.183673469387756
6.9875,55.183673469387756
7.06875,55.183673469387756
0.73125,54.816326530612244
6.9875,54.816326530612244
7.06875,54.816326530612244
7.15,54.816326530612244
7.3125,54.816326530612244
0.73125,54.44897959183674
7.06875,54.44897959183674
7.15,54.44897959183674
7.3125,54.44897959183674
7.39375,54.44897959183674
0.73125,54.08163265306122
7.06875,54.08163265306122
7.15,54.08163265306122
7.23125,54.08163265306122
7.3125,54.08163265306122
7.39375,54.08163265306122
0.73125,53.71428571428572
7.06875,53.71428571428572
7.15,53.71428571428572
7.23125,53.71428571428572
7.3125,53.71428571428572
7.39375,53.71428571428572
0.73125,53.3469387755102
7.15,53.3469387755102
7.23125,53.3469387755102
7.3125,53.3469387755102
7.39375,53.3469387755102
0.73125,52.97959183673469
7.23125,52.97959183673469
7.3125,52.97959183673469
7.39375,52.97959183673469
0.73125,52.61224489795919
7.3125,52.61224489795919
7.39375,52.61224489795919
7.4750000000000005,52.61224489795919
0.73125,52.24489795918367
7.39375,52.24489795918367
7.4750000000000005,52.24489795918367
0.73125,51.87755102040816
7.39375,51.87755102040816
7.4750000000000005,51.87755102040816
0.73125,51.51020408163265
7.39375,51.51020408163265
7.4750000000000005,51.51020408163265
0.73125,51.142857142857146
7.4750000000000005,51.142857142857146
7.55625,51.142857142857146
0.73125,50.775510204081634
7.4750000000000005,50.775510204081634
7.55625,50.775510204081634
0.73125,50.40816326530613
7.4750000000000005,50.40816326530613
7.55625,50.40816326530613
0.73125,50.04081632653061
7.4750000000000005,50.04081632653061
7.55625,50.04081632653061
0.73125,49.6734693877551
7.4750000000000005,49.6734693877551
7.55625,49.6734693877551
0.5687500000000001,49.30612244897959
0.65,49.30612244897959
7.4750000000000005,49.30612244897959
7.55625,49.30612244897959
0.5687500000000001,48.93877551020408
0.65,48.93877551020408
7.4750000000000005,48.93877551020408
7.55625,48.93877551020408
0.5687500000000001,48.57142857142858
0.65,48.57142857142858
7.55625,48.57142857142858
7.637499999999999,48.57142857142858
0.5687500000000001,48.20408163265306
0.65,48.20408163265306
7.55625,48.20408163265306
7.637499999999999,48.20408163265306
0.5687500000000001,47.83673469387755
0.65,47.83673469387755
7.637499999999999,47.83673469387755
0.5687500000000001,47.46938775510204
0.65,47.46938775510204
7.637499999999999,47.46938775510204
7.71875,47.46938775510204
0.5687500000000001,47.10204081632653
0.65,47.10204081632653
7.71875,47.10204081632653
7.8,47.10204081632653
0.5687500000000001,46.734693877551024
0.65,46.734693877551024
7.71875,46.734693877551024
7.8,46.734693877551024
7.88125,46.734693877551024
0.5687500000000001,46.367346938775505
0.65,46.367346938775505
7.8,46.367346938775505
7.88125,46.367346938775505
7.9624999999999995,46.367346938775505
0.5687500000000001,46.0
0.65,46.0
7.8,46.0
7.88125,46.0
7.9624999999999995,46.0
0.5687500000000001,45.63265306122449
0.65,45.63265306122449
7.8,45.63265306122449
7.88125,45.63265306122449
7.9624999999999995,45.63265306122449
0.5687500000000001,45.26530612244898
0.65,45.26530612244898
7.8,45.26530612244898
7.88125,45.26530612244898
7.9624999999999995,45.26530612244898
8.04375,45.26530612244898
0.5687500000000001,44.89795918367347
0.65,44.89795918367347
7.9624999999999995,44.89795918367347
8.04375,44.89795918367347
8.125,44.89795918367347
0.5687500000000001,44.530612244897966
0.65,44.530612244897966
8.04375,44.530612244897966
8.125,44.530612244897966
8.20625,44.530612244897966
0.5687500000000001,44.16326530612245
0.65,44.16326530612245
8.04375,44.16326530612245
8.125,44.16326530612245
8.20625,44.16326530612245
0.5687500000000001,43.795918367346935
0.65,43.795918367346935
8.04375,43.795918367346935
8.125,43.795918367346935
8.20625,43.795918367346935
20.393749999999997,43.795918367346935
0.5687500000000001,43.42857142857143
0.65,43.42857142857143
8.125,43.42857142857143
8.20625,43.42857142857143
8.2875,43.42857142857143
0.5687500000000001,43.06122448979592
0.65,43.06122448979592
8.125,43.06122448979592
8.20625,43.06122448979592
8.2875,43.06122448979592
0.5687500000000001,42.693877551020414
0.65,42.693877551020414
8.20625,42.693877551020414
8.2875,42.693877551020414
0.5687500000000001,42.326530612244895
0.65,42.326530612244895
8.20625,42.326530612244895
8.2875,42.326530612244895
0.5687500000000001,41.95918367346939
0.65,41.95918367346939
8.20625,41.95918367346939
8.2875,41.95918367346939
0.4875,41.59183673469388
0.5687500000000001,41.59183673469388
0.65,41.59183673469388
8.20625,41.59183673469388
8.2875,41.59183673469388
8.36875,41.59183673469388
8.450000000000001,41.59183673469388
0.4875,41.22448979591837
0.5687500000000001,41.22448979591837
8.2875,41.22448979591837
8.36875,41.22448979591837
8.450000000000001,41.22448979591837
0.4875,40.857142857142854
0.5687500000000001,40.857142857142854
8.2875,40.857142857142854
8.36875,40.857142857142854
8.450000000000001,40.857142857142854
0.4875,40.48979591836734
0.5687500000000001,40.48979591836734
8.36875,40.48979591836734
8.450000000000001,40.48979591836734
8.53125,40.48979591836734
8.6125,40.48979591836734
0.4875,40.12244897959184
0.5687500000000001,40.12244897959184
8.450000000000001,40.12244897959184
8.53125,40.12244897959184
8.6125,40.12244897959184
0.4875,39.755102040816325
0.5687500000000001,39.755102040816325
8.53125,39.755102040816325
8.6125,39.755102040816325
0.4875,39.38775510204082
0.5687500000000001,39.38775510204082
8.6125,39.38775510204082
8.69375,39.38775510204082
0.4875,39.0204081632653
0.5687500000000001,39.0204081632653
8.6125,39.0204081632653
8.69375,39.0204081632653
0.4875,38.6530612244898
0.5687500000000001,38.6530612244898
8.69375,38.6530612244898
8.775,38.6530612244898
0.4875,38.285714285714285
0.5687500000000001,38.285714285714285
8.69375,38.285714285714285
8.775,38.285714285714285
0.4875,37.91836734693877
0.5687500000000001,37.91836734693877
8.69375,37.91836734693877
8.775,37.91836734693877
0.4875,37.55102040816327
0.5687500000000001,37.55102040816327
8.69375,37.55102040816327
8.775,37.55102040816327
8.856250000000001,37.55102040816327
8.9375,37.55102040816327
0.4875,37.18367346938775
0.5687500000000001,37.18367346938775
8.69375,37.18367346938775
8.775,37.18367346938775
8.856250000000001,37.18367346938775
8.9375,37.18367346938775
9.01875,37.18367346938775
0.4875,36.816326530612244
0.5687500000000001,36.816326530612244
8.9375,36.816326530612244
9.01875,36.816326530612244
0.4875,36.44897959183673
0.5687500000000001,36.44897959183673
8.9375,36.44897959183673
9.01875,36.44897959183673
0.4875,36.08163265306123
0.5687500000000001,36.08163265306123
8.9375,36.08163265306123
9.01875,36.08163265306123
0.40625,35.71428571428571
0.4875,35.71428571428571
0.5687500000000001,35.71428571428571
9.01875,35.71428571428571
9.100000000000001,35.71428571428571
0.40625,35.34693877551021
0.4875,35.34693877551021
0.5687500000000001,35.34693877551021
9.01875,35.34693877551021
9.100000000000001,35.34693877551021
9.181249999999999,35.34693877551021
0.40625,34.9795918367347
0.4875,34.9795918367347
9.100000000000001,34.9795918367347
9.181249999999999,34.9795918367347
0.40625,34.61224489795917
0.4875,34.61224489795917
9.100000000000001,34.61224489795917
9.181249999999999,34.61224489795917
0.40625,34.244897959183675
0.4875,34.244897959183675
9.100000000000001,34.244897959183675
9.181249999999999,34.244897959183675
9.2625,34.244897959183675
0.40625,33.87755102040816
0.4875,33.87755102040816
9.181249999999999,33.87755102040816
9.2625,33.87755102040816
0.40625,33.51020408163265
0.4875,33.51020408163265
9.181249999999999,33.51020408163265
9.2625,33.51020408163265
0.40625,33.14285714285714
0.4875,33.14285714285714
9.2625,33.14285714285714
0.40625,32.77551020408164
0.4875,32.77551020408164
9.2625,32.77551020408164
0.40625,32.408163265306115
0.4875,32.408163265306115
9.2625,32.408163265306115
9.34375,32.408163265306115
9.424999999999999,32.408163265306115
0.40625,32.04081632653062
0.4875,32.04081632653062
5.3625,32.04081632653062
9.34375,32.04081632653062
9.424999999999999,32.04081632653062
9.50625,32.04081632653062
0.40625,31.673469387755105
0.4875,31.673469387755105
9.34375,31.673469387755105
9.424999999999999,31.673469387755105
9.50625,31.673469387755105
0.40625,31.306122448979593
0.4875,31.306122448979593
9.424999999999999,31.306122448979593
9.50625,31.306122448979593
0.40625,30.93877551020408
0.4875,30.93877551020408
